"No.","Time","Source","Destination","Protocol","Length","Info"
"431","33.774267","172.64.149.196","192.168.32.11","TCP","54","443  >  51148 [FIN, ACK] Seq=1 Ack=1766 Win=32768 Len=0"
"432","33.774376","192.168.32.11","172.64.149.196","TCP","54","51148  >  443 [ACK] Seq=1766 Ack=2 Win=262144 Len=0"
"433","33.774477","192.168.32.11","172.64.149.196","TCP","54","51148  >  443 [FIN, ACK] Seq=1766 Ack=2 Win=262144 Len=0"
"434","33.774710","192.168.32.11","172.64.149.196","TCP","78","51149  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1704751665 TSecr=0 SACK_PERM"
"435","33.781080","172.64.149.196","192.168.32.11","TCP","54","443  >  51148 [ACK] Seq=2 Ack=1767 Win=32768 Len=0"
"436","33.784577","172.64.149.196","192.168.32.11","TCP","66","443  >  51149 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"437","33.784676","192.168.32.11","172.64.149.196","TCP","54","51149  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"438","33.785277","192.168.32.11","172.64.149.196","TCP","1514","51149  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=1460 [TCP PDU reassembled in 439]"
"439","33.785278","192.168.32.11","172.64.149.196","TLSv1.2","327","Client Hello (SNI=api.wallet.coinbase.com)"
"440","33.789775","172.64.149.196","192.168.32.11","TCP","54","443  >  51149 [ACK] Seq=1 Ack=1461 Win=32128 Len=0"
"441","33.791480","172.64.149.196","192.168.32.11","TCP","54","443  >  51149 [ACK] Seq=1 Ack=1734 Win=35072 Len=0"
"442","33.838619","172.217.24.100","192.168.32.11","TCP","54","443  >  51141 [FIN, ACK] Seq=4081 Ack=1863 Win=32896 Len=0"
"443","33.838775","192.168.32.11","172.217.24.100","TCP","54","51141  >  443 [ACK] Seq=1863 Ack=4082 Win=262144 Len=0"
"444","35.560038","142.251.43.42","192.168.32.11","TLSv1.2","178","Application Data"
"445","35.560181","192.168.32.11","142.251.43.42","TCP","54","50934  >  443 [ACK] Seq=71 Ack=249 Win=4094 Len=0"
"446","35.562073","192.168.32.11","142.251.43.42","TLSv1.2","89","Application Data"
"447","35.562252","192.168.32.11","142.251.43.42","TLSv1.2","89","Application Data"
"448","35.566708","142.251.43.42","192.168.32.11","TCP","54","443  >  50934 [ACK] Seq=249 Ack=106 Win=639 Len=0"
"449","35.566715","142.251.43.42","192.168.32.11","TCP","54","443  >  50934 [ACK] Seq=249 Ack=141 Win=639 Len=0"
"450","39.041853","162.159.46.1","192.168.32.11","TLSv1.3","576","Application Data, Application Data"
"451","39.041861","162.159.46.1","192.168.32.11","TCP","54","443  >  51142 [FIN, ACK] Seq=775 Ack=614 Win=30336 Len=0"
"452","39.041862","162.159.46.1","192.168.32.11","TCP","54","[TCP Retransmission] 443  >  51142 [FIN, ACK] Seq=775 Ack=614 Win=30336 Len=0"
"453","39.042032","192.168.32.11","162.159.46.1","TCP","54","51142  >  443 [ACK] Seq=614 Ack=775 Win=261568 Len=0"
"454","39.042032","192.168.32.11","162.159.46.1","TCP","54","51142  >  443 [ACK] Seq=614 Ack=776 Win=261568 Len=0"
"455","39.042033","192.168.32.11","162.159.46.1","TCP","54","[TCP Dup ACK 454#1] 51142  >  443 [ACK] Seq=614 Ack=776 Win=261568 Len=0"
"456","39.042366","192.168.32.11","162.159.46.1","TCP","54","51142  >  443 [FIN, ACK] Seq=614 Ack=776 Win=262144 Len=0"
"457","39.045326","162.159.46.1","192.168.32.11","TCP","54","443  >  51142 [ACK] Seq=776 Ack=615 Win=30336 Len=0"
"458","39.945374","192.168.32.11","74.125.130.84","TCP","54","51118  >  443 [ACK] Seq=1 Ack=1 Win=4096 Len=0"
"459","39.948397","74.125.130.84","192.168.32.11","TCP","54","[TCP ACKed unseen segment] 443  >  51118 [ACK] Seq=1 Ack=2 Win=332 Len=0"
"460","40.167031","192.168.235.51","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"461","40.269461","192.168.235.51","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"462","41.909092","192.168.32.11","74.125.24.188","TCP","54","50484  >  5228 [ACK] Seq=1 Ack=1 Win=2048 Len=0"
"463","41.985751","74.125.24.188","192.168.32.11","TCP","66","[TCP ACKed unseen segment] 5228  >  50484 [ACK] Seq=1 Ack=2 Win=1043 Len=0 TSval=1983871659 TSecr=420227364"
"464","42.318500","17.253.61.149","192.168.32.11","TLSv1.2","78","Application Data"
"465","42.318512","17.253.61.149","192.168.32.11","TCP","54","443  >  51121 [FIN, ACK] Seq=25 Ack=1 Win=245 Len=0"
"466","42.318514","17.253.61.149","192.168.32.11","TCP","54","[TCP Retransmission] 443  >  51121 [FIN, ACK] Seq=25 Ack=1 Win=245 Len=0"
"467","42.318724","192.168.32.11","17.253.61.149","TCP","54","51121  >  443 [ACK] Seq=1 Ack=25 Win=4095 Len=0"
"468","42.318819","192.168.32.11","17.253.61.149","TCP","54","51121  >  443 [ACK] Seq=1 Ack=26 Win=4095 Len=0"
"469","42.318819","192.168.32.11","17.253.61.149","TCP","54","[TCP Dup ACK 468#1] 51121  >  443 [ACK] Seq=1 Ack=26 Win=4095 Len=0"
"470","42.320053","192.168.32.11","17.253.61.149","TLSv1.2","78","Application Data"
"471","42.321923","192.168.32.11","17.253.61.149","TCP","54","51121  >  443 [FIN, ACK] Seq=25 Ack=26 Win=4096 Len=0"
"472","42.322296","17.253.61.149","192.168.32.11","TCP","54","443  >  51121 [RST] Seq=26 Win=0 Len=0"
"473","42.335538","17.253.61.149","192.168.32.11","TCP","54","443  >  51121 [RST] Seq=26 Win=0 Len=0"
"474","42.924888","192.168.32.11","64.233.170.188","TCP","54","50651  >  5228 [ACK] Seq=1 Ack=1 Win=2048 Len=0"
"475","42.985396","64.233.170.188","192.168.32.11","TCP","66","[TCP ACKed unseen segment] 5228  >  50651 [ACK] Seq=1 Ack=2 Win=1044 Len=0 TSval=2524665184 TSecr=2009258355"
"476","44.879627","35.201.127.49","192.168.32.11","TLSv1.2","78","Application Data"
"477","44.879868","192.168.32.11","35.201.127.49","TCP","54","50664  >  443 [ACK] Seq=29 Ack=49 Win=4096 Len=0"
"478","44.880033","192.168.32.11","35.201.127.49","TLSv1.2","82","Application Data"
"479","44.882855","35.201.127.49","192.168.32.11","TCP","54","443  >  50664 [ACK] Seq=49 Ack=57 Win=320 Len=0"
"480","45.585588","192.168.32.11","35.190.80.1","TCP","54","[TCP Keep-Alive] 51130  >  443 [ACK] Seq=3025 Ack=1331 Win=4096 Len=0"
"481","45.599005","35.190.80.1","192.168.32.11","TCP","54","[TCP Keep-Alive ACK] 443  >  51130 [ACK] Seq=1331 Ack=3026 Win=398 Len=0"
"482","45.902533","104.18.39.21","192.168.32.11","TLSv1.2","78","Application Data"
"483","45.902686","192.168.32.11","104.18.39.21","TCP","54","50565  >  443 [ACK] Seq=239 Ack=243 Win=4095 Len=0"
"484","45.902882","192.168.32.11","104.18.39.21","TLSv1.2","82","Application Data"
"485","45.909604","104.18.39.21","192.168.32.11","TCP","54","443  >  50565 [ACK] Seq=243 Ack=267 Win=373 Len=0"
"486","47.647836","40.104.107.194","192.168.32.11","TLSv1.2","86","Application Data"
"487","47.647842","40.104.107.194","192.168.32.11","TLSv1.2","1140","Application Data"
"488","47.648079","192.168.32.11","40.104.107.194","TCP","54","50489  >  443 [ACK] Seq=1 Ack=1183 Win=4095 Len=0"
"489","47.648180","192.168.32.11","40.104.107.194","TCP","54","50489  >  443 [ACK] Seq=1 Ack=2269 Win=4078 Len=0"
"490","47.656944","40.104.107.194","192.168.32.11","TLSv1.2","86","Application Data"
"491","47.656951","40.104.122.210","192.168.32.11","TLSv1.2","1204","Application Data, Application Data, Application Data"
"492","47.657200","192.168.32.11","40.104.107.194","TCP","54","50489  >  443 [ACK] Seq=1 Ack=2301 Win=4095 Len=0"
"493","47.657816","192.168.32.11","40.104.122.210","TCP","54","50485  >  443 [ACK] Seq=1 Ack=2332 Win=4096 Len=0"
"494","48.059142","192.168.32.11","108.158.251.84","TCP","54","[TCP Keep-Alive] 51132  >  443 [ACK] Seq=2812 Ack=3441 Win=262144 Len=0"
"495","48.063390","108.158.251.84","192.168.32.11","TCP","54","[TCP Keep-Alive ACK] 443  >  51132 [ACK] Seq=3441 Ack=2813 Win=38016 Len=0"
"496","49.284156","172.64.149.196","192.168.32.11","TCP","54","443  >  51149 [RST, ACK] Seq=1 Ack=1734 Win=35072 Len=0"
"497","49.685325","192.168.32.11","162.159.46.1","TLSv1.3","260","Application Data"
"498","49.715102","162.159.46.1","192.168.32.11","TLSv1.3","434","Application Data"
"499","49.715349","192.168.32.11","162.159.46.1","TCP","54","51131  >  443 [ACK] Seq=2036 Ack=3593 Win=261760 Len=0"
"500","49.718893","192.168.32.11","57.144.57.32","TCP","78","51150  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3094615003 TSecr=0 SACK_PERM"
"501","49.721364","57.144.57.32","192.168.32.11","TCP","66","443  >  51150 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"502","49.721546","192.168.32.11","57.144.57.32","TCP","54","51150  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"503","49.722611","192.168.32.11","57.144.57.32","TLSv1.3","571","Client Hello (SNI=graph.whatsapp.net)"
"504","49.727016","57.144.57.32","192.168.32.11","TCP","54","443  >  51150 [ACK] Seq=1 Ack=518 Win=30336 Len=0"
"505","49.772417","57.144.57.32","192.168.32.11","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data"
"506","49.772428","57.144.57.32","192.168.32.11","TLSv1.3","1013","Application Data"
"507","49.772613","192.168.32.11","57.144.57.32","TCP","54","51150  >  443 [ACK] Seq=518 Ack=1461 Win=260672 Len=0"
"508","49.772614","192.168.32.11","57.144.57.32","TCP","54","51150  >  443 [ACK] Seq=518 Ack=2420 Win=259712 Len=0"
"509","49.784254","192.168.32.11","57.144.57.32","TLSv1.3","118","Change Cipher Spec, Application Data"
"510","49.794832","57.144.57.32","192.168.32.11","TCP","54","443  >  51150 [ACK] Seq=2420 Ack=582 Win=30336 Len=0"
"511","49.794970","192.168.32.11","57.144.57.32","TLSv1.3","709","Application Data, Application Data"
"512","49.799264","57.144.57.32","192.168.32.11","TCP","54","443  >  51150 [ACK] Seq=2420 Ack=1237 Win=31616 Len=0"
"513","49.816420","57.144.57.32","192.168.32.11","TLSv1.3","233","Application Data"
"514","49.816427","57.144.57.32","192.168.32.11","TLSv1.3","128","Application Data"
"515","49.816585","192.168.32.11","57.144.57.32","TCP","54","51150  >  443 [ACK] Seq=1237 Ack=2599 Win=261952 Len=0"
"516","49.816586","192.168.32.11","57.144.57.32","TCP","54","51150  >  443 [ACK] Seq=1237 Ack=2673 Win=261888 Len=0"
"517","49.817309","192.168.32.11","57.144.57.32","TLSv1.3","85","Application Data"
"518","49.820664","57.144.57.32","192.168.32.11","TLSv1.3","98","Application Data"
"519","49.820802","192.168.32.11","57.144.57.32","TCP","54","51150  >  443 [ACK] Seq=1268 Ack=2717 Win=262080 Len=0"
"520","49.862577","57.144.57.32","192.168.32.11","TCP","54","443  >  51150 [ACK] Seq=2717 Ack=1268 Win=31616 Len=0"
"521","50.050313","57.144.57.32","192.168.32.11","TLSv1.3","534","Application Data"
"522","50.050461","192.168.32.11","57.144.57.32","TCP","54","51150  >  443 [ACK] Seq=1268 Ack=3197 Win=261632 Len=0"
"523","50.062036","192.168.32.11","57.144.57.32","TLSv1.3","93","Application Data"
"524","50.063539","192.168.32.11","57.144.57.32","TLSv1.3","78","Application Data"
"525","50.070712","57.144.57.32","192.168.32.11","TCP","54","443  >  51150 [ACK] Seq=3197 Ack=1307 Win=31616 Len=0"
"526","50.073390","57.144.57.32","192.168.32.11","TCP","54","443  >  51150 [FIN, ACK] Seq=3197 Ack=1332 Win=31616 Len=0"
"527","50.073570","192.168.32.11","57.144.57.32","TCP","54","51150  >  443 [ACK] Seq=1332 Ack=3198 Win=262144 Len=0"
"528","50.202669","192.168.235.51","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"529","50.304600","192.168.235.51","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"530","54.380354","192.168.32.13","192.46.210.39","NTP","90","NTP Version 4, client"
"531","54.417077","192.46.210.39","192.168.32.13","NTP","90","NTP Version 4, server"
"532","55.424224","AzureWaveTec_50:40:cf","Broadcast","ARP","42","Who has 192.168.32.1? Tell 192.168.32.8"
"533","55.837064","142.251.43.42","192.168.32.11","TLSv1.2","178","Application Data"
"534","55.837210","192.168.32.11","142.251.43.42","TCP","54","50934  >  443 [ACK] Seq=141 Ack=373 Win=4094 Len=0"
"535","55.838991","192.168.32.11","142.251.43.42","TLSv1.2","89","Application Data"
"536","55.839141","192.168.32.11","142.251.43.42","TLSv1.2","89","Application Data"
"537","55.843839","142.251.43.42","192.168.32.11","TCP","54","443  >  50934 [ACK] Seq=373 Ack=176 Win=639 Len=0"
"538","55.845622","142.251.43.42","192.168.32.11","TCP","54","443  >  50934 [ACK] Seq=373 Ack=211 Win=639 Len=0"
"539","57.575501","192.168.32.1","224.0.0.1","IGMPv3","50","Membership Query, general"
"540","57.984751","192.168.32.10","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"541","58.552706","192.168.32.11","35.201.127.49","TCP","54","[TCP Dup ACK 195#1] 51098  >  443 [ACK] Seq=1 Ack=1 Win=4096 Len=0"
"542","58.560180","35.201.127.49","192.168.32.11","TCP","54","[TCP Dup ACK 196#1] 443  >  51098 [ACK] Seq=1 Ack=2 Win=297 Len=0"
"543","59.008129","192.168.32.10","224.0.0.22","IGMPv3","62","Membership Report / Join group 224.0.0.251 for any sources / Join group 239.255.255.250 for any sources"
"544","59.110600","192.168.32.3","224.0.0.22","IGMPv3","62","Membership Report / Join group 224.0.0.251 for any sources / Join group 239.192.152.143 for any sources"
"545","59.497850","Apple_09:9a:5a","a2:6e:84:b3:c4:02","ARP","60","Who has 192.168.32.1? Tell 192.168.32.13"
"546","59.499800","a2:6e:84:b3:c4:02","Apple_09:9a:5a","ARP","42","Who has 192.168.32.13? Tell 192.168.32.1"
"547","59.500490","Apple_09:9a:5a","a2:6e:84:b3:c4:02","ARP","60","192.168.32.13 is at d4:61:9d:09:9a:5a"
"548","59.933038","192.168.32.11","35.190.80.1","TLSv1.3","248","Application Data"
"549","59.933039","192.168.32.11","35.190.80.1","TLSv1.3","93","Application Data"
"550","59.933758","192.168.32.11","35.190.80.1","TLSv1.3","253","Application Data"
"551","59.941326","35.190.80.1","192.168.32.11","TCP","54","443  >  51130 [ACK] Seq=1331 Ack=3220 Win=398 Len=0"
"552","59.941337","35.190.80.1","192.168.32.11","TCP","54","443  >  51130 [ACK] Seq=1331 Ack=3259 Win=398 Len=0"
"553","59.951751","35.190.80.1","192.168.32.11","TCP","54","443  >  51130 [ACK] Seq=1331 Ack=3458 Win=398 Len=0"
"554","59.962912","35.190.80.1","192.168.32.11","TLSv1.3","93","Application Data"
"555","59.963010","192.168.32.11","35.190.80.1","TCP","54","51130  >  443 [ACK] Seq=3458 Ack=1370 Win=4095 Len=0"
"556","60.237279","192.168.235.51","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"557","60.237895","35.190.80.1","192.168.32.11","TLSv1.3","149","Application Data"
"558","60.237904","35.190.80.1","192.168.32.11","TLSv1.3","118","Application Data"
"559","60.237905","35.190.80.1","192.168.32.11","TCP","118","[TCP Retransmission] 443  >  51130 [PSH, ACK] Seq=1465 Ack=3458 Win=398 Len=64"
"560","60.238068","192.168.32.11","35.190.80.1","TCP","54","51130  >  443 [ACK] Seq=3458 Ack=1465 Win=4094 Len=0"
"561","60.238153","192.168.32.11","35.190.80.1","TCP","54","51130  >  443 [ACK] Seq=3458 Ack=1529 Win=4093 Len=0"
"562","60.238153","192.168.32.11","35.190.80.1","TCP","66","[TCP Dup ACK 561#1] 51130  >  443 [ACK] Seq=3458 Ack=1529 Win=4093 Len=0 SLE=1465 SRE=1529"
"563","60.239018","192.168.32.11","35.190.80.1","TLSv1.3","93","Application Data"
"564","60.239135","192.168.32.11","35.190.80.1","TLSv1.3","89","Application Data"
"565","60.239136","192.168.32.11","35.190.80.1","TLSv1.3","89","Application Data"
"566","60.239480","192.168.32.11","35.190.80.1","TLSv1.3","244","Application Data"
"567","60.239632","192.168.32.11","35.190.80.1","TLSv1.3","249","Application Data"
"568","60.239716","192.168.32.11","35.190.80.1","TCP","1514","51130  >  443 [ACK] Seq=3952 Ack=1529 Win=4096 Len=1460 [TCP PDU reassembled in 569]"
"569","60.239717","192.168.32.11","35.190.80.1","TLSv1.3","750","Application Data"
"570","60.239773","192.168.32.11","35.190.80.1","TLSv1.3","950","Application Data"
"571","60.256542","192.168.32.11","35.190.80.1","TCP","1514","[TCP Retransmission] 51130  >  443 [PSH, ACK] Seq=5544 Ack=1529 Win=4096 Len=1460"
"572","60.262043","35.190.80.1","192.168.32.11","TCP","54","443  >  51130 [ACK] Seq=1529 Ack=3532 Win=398 Len=0"
"573","60.263968","35.190.80.1","192.168.32.11","TCP","54","443  >  51130 [ACK] Seq=1529 Ack=3757 Win=398 Len=0"
"574","60.263980","35.190.80.1","192.168.32.11","TCP","54","443  >  51130 [ACK] Seq=1529 Ack=5412 Win=421 Len=0"
"575","60.270571","35.190.80.1","192.168.32.11","TCP","66","[TCP Dup ACK 574#1] 443  >  51130 [ACK] Seq=1529 Ack=5412 Win=444 Len=0 SLE=6108 SRE=7004"
"576","60.270710","192.168.32.11","35.190.80.1","TCP","750","[TCP Retransmission] 51130  >  443 [ACK] Seq=5412 Ack=1529 Win=4096 Len=696 [TCP PDU reassembled in 569]"
"577","60.277145","35.190.80.1","192.168.32.11","TCP","54","443  >  51130 [ACK] Seq=1529 Ack=7004 Win=467 Len=0"
"578","60.511770","Apple_09:9a:5a","a2:6e:84:b3:c4:02","ARP","60","Who has 192.168.32.1? Tell 192.168.32.13"
"579","60.513302","a2:6e:84:b3:c4:02","Apple_09:9a:5a","ARP","42","192.168.32.1 is at a2:6e:84:b3:c4:02"
"580","60.535813","35.190.80.1","192.168.32.11","TLSv1.3","133","Application Data"
"581","60.535978","192.168.32.11","35.190.80.1","TCP","54","51130  >  443 [ACK] Seq=7004 Ack=1608 Win=4094 Len=0"
"582","60.536178","35.190.80.1","192.168.32.11","TLSv1.3","116","Application Data"
"583","60.536247","192.168.32.11","35.190.80.1","TCP","54","51130  >  443 [ACK] Seq=7004 Ack=1670 Win=4095 Len=0"
"584","60.536971","192.168.32.11","35.190.80.1","TLSv1.3","93","Application Data"
"585","60.537050","192.168.32.11","35.190.80.1","TLSv1.3","89","Application Data"
"586","60.537113","192.168.32.11","35.190.80.1","TLSv1.3","89","Application Data"
"587","60.547099","35.190.80.1","192.168.32.11","TCP","54","443  >  51130 [ACK] Seq=1670 Ack=7043 Win=467 Len=0"
"588","60.547106","35.190.80.1","192.168.32.11","TCP","54","443  >  51130 [ACK] Seq=1670 Ack=7078 Win=467 Len=0"
"589","60.548491","35.190.80.1","192.168.32.11","TCP","54","443  >  51130 [ACK] Seq=1670 Ack=7113 Win=467 Len=0"
"590","61.056120","192.168.32.8","224.0.0.22","IGMPv3","62","Membership Report / Join group 224.0.0.252 for any sources / Join group 239.255.255.250 for any sources"
"591","62.203243","192.168.32.11","108.158.251.84","TLSv1.3","124","Application Data"
"592","62.203967","192.168.32.11","108.158.251.84","TLSv1.3","93","Application Data"
"593","62.209734","192.168.32.11","162.159.46.1","TLSv1.3","263","Application Data"
"594","62.210297","108.158.251.84","192.168.32.11","TCP","54","443  >  51132 [ACK] Seq=3441 Ack=2883 Win=38016 Len=0"
"595","62.210302","108.158.251.84","192.168.32.11","TCP","54","443  >  51132 [ACK] Seq=3441 Ack=2922 Win=38016 Len=0"
"596","62.210323","192.168.32.11","162.159.46.1","TCP","78","51151  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=352300499 TSecr=0 SACK_PERM"
"597","62.212508","162.159.46.1","192.168.32.11","TCP","66","443  >  51151 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"598","62.212867","192.168.32.11","162.159.46.1","TCP","54","51151  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"599","62.213464","192.168.32.11","162.159.46.1","TLSv1.3","587","Client Hello (SNI=cloudflare-dns.com)"
"600","62.216144","162.159.46.1","192.168.32.11","TCP","54","443  >  51151 [ACK] Seq=1 Ack=534 Win=30336 Len=0"
"601","62.229814","108.158.251.84","192.168.32.11","TLSv1.3","93","Application Data"
"602","62.229944","192.168.32.11","108.158.251.84","TCP","54","51132  >  443 [ACK] Seq=2922 Ack=3480 Win=262080 Len=0"
"603","62.232837","108.158.251.84","192.168.32.11","TLSv1.3","989","Application Data"
"604","62.232931","192.168.32.11","108.158.251.84","TCP","54","51132  >  443 [ACK] Seq=2922 Ack=4415 Win=261184 Len=0"
"605","62.233472","192.168.32.11","108.158.251.84","TLSv1.3","89","Application Data"
"606","62.241860","162.159.46.1","192.168.32.11","TLSv1.3","534","Application Data"
"607","62.241980","192.168.32.11","162.159.46.1","TCP","54","51131  >  443 [ACK] Seq=2245 Ack=4073 Win=261632 Len=0"
"608","62.284810","192.168.32.11","162.159.46.1","TCP","78","51152  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=561258874 TSecr=0 SACK_PERM"
"609","62.285859","108.158.251.84","192.168.32.11","TCP","54","443  >  51132 [ACK] Seq=4415 Ack=2957 Win=38016 Len=0"
"610","62.289762","162.159.46.1","192.168.32.11","TCP","66","443  >  51152 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"611","62.289876","192.168.32.11","162.159.46.1","TCP","54","51152  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"612","62.292111","162.159.46.1","192.168.32.11","TLSv1.3","306","Server Hello, Change Cipher Spec, Application Data"
"613","62.292203","192.168.32.11","162.159.46.1","TCP","54","51151  >  443 [ACK] Seq=534 Ack=253 Win=261888 Len=0"
"614","62.297902","192.168.32.11","162.159.46.1","TLSv1.3","263","Application Data"
"615","62.299800","192.168.32.11","162.159.46.1","TLSv1.3","134","Change Cipher Spec, Application Data"
"616","62.301946","192.168.32.11","162.159.46.1","TLSv1.3","587","Client Hello (SNI=cloudflare-dns.com)"
"617","62.302080","192.168.32.11","162.159.46.1","TLSv1.3","264","Application Data"
"618","62.304662","162.159.46.1","192.168.32.11","TCP","54","443  >  51151 [ACK] Seq=253 Ack=614 Win=30336 Len=0"
"619","62.306147","162.159.46.1","192.168.32.11","TCP","54","443  >  51151 [ACK] Seq=253 Ack=824 Win=31360 Len=0"
"620","62.306153","162.159.46.1","192.168.32.11","TCP","54","443  >  51152 [ACK] Seq=1 Ack=534 Win=30336 Len=0"
"621","62.321883","192.168.32.11","108.158.251.84","TLSv1.3","124","Application Data"
"622","62.324464","192.168.32.11","162.159.46.1","TCP","78","51153  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3854155241 TSecr=0 SACK_PERM"
"623","62.325037","192.168.32.11","162.159.46.1","TCP","78","51154  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1434587525 TSecr=0 SACK_PERM"
"624","62.330407","162.159.46.1","192.168.32.11","TLSv1.3","514","Application Data"
"625","62.332031","192.168.32.11","162.159.46.1","TCP","54","51131  >  443 [ACK] Seq=2454 Ack=4533 Win=261632 Len=0"
"626","62.333024","108.158.251.84","192.168.32.11","TCP","54","443  >  51132 [ACK] Seq=4415 Ack=3027 Win=38016 Len=0"
"627","62.333640","162.159.46.1","192.168.32.11","TCP","66","443  >  51153 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"628","62.333721","192.168.32.11","162.159.46.1","TCP","54","51153  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"629","62.335021","162.159.46.1","192.168.32.11","TCP","66","443  >  51154 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"630","62.335165","192.168.32.11","162.159.46.1","TCP","54","51154  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"631","62.339793","192.168.32.11","162.159.46.1","TLSv1.3","587","Client Hello (SNI=cloudflare-dns.com)"
"632","62.340118","192.168.32.11","162.159.46.1","TLSv1.3","587","Client Hello (SNI=cloudflare-dns.com)"
"633","62.340495","192.168.32.11","162.159.46.1","TLSv1.3","263","Application Data"
"634","62.345760","162.159.46.1","192.168.32.11","TCP","54","443  >  51153 [ACK] Seq=1 Ack=534 Win=30336 Len=0"
"635","62.345764","162.159.46.1","192.168.32.11","TCP","54","443  >  51154 [ACK] Seq=1 Ack=534 Win=30336 Len=0"
"636","62.345764","162.159.46.1","192.168.32.11","TLSv1.3","1005","Application Data, Application Data"
"637","62.345933","192.168.32.11","162.159.46.1","TCP","54","51151  >  443 [ACK] Seq=824 Ack=1204 Win=261184 Len=0"
"638","62.347145","192.168.32.11","162.159.46.1","TLSv1.3","263","Application Data"
"639","62.348777","162.159.46.1","192.168.32.11","TLSv1.3","306","Server Hello, Change Cipher Spec, Application Data"
"640","62.348891","192.168.32.11","162.159.46.1","TCP","54","51152  >  443 [ACK] Seq=534 Ack=253 Win=261888 Len=0"
"641","62.349426","192.168.32.11","18.155.33.74","TCP","78","51155  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3039564008 TSecr=0 SACK_PERM"
"642","62.353035","192.168.32.11","162.159.46.1","TLSv1.3","134","Change Cipher Spec, Application Data"
"643","62.356324","108.158.251.84","192.168.32.11","TLSv1.3","987","Application Data"
"644","62.356428","192.168.32.11","108.158.251.84","TCP","54","51132  >  443 [ACK] Seq=3027 Ack=5348 Win=261184 Len=0"
"645","62.356519","18.155.33.74","192.168.32.11","TCP","66","443  >  51155 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"646","62.356521","162.159.46.1","192.168.32.11","TCP","54","443  >  51152 [ACK] Seq=253 Ack=614 Win=30336 Len=0"
"647","62.356578","192.168.32.11","18.155.33.74","TCP","54","51155  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"648","62.358206","192.168.32.11","18.155.33.74","TCP","1514","51155  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=1460 [TCP PDU reassembled in 649]"
"649","62.358207","192.168.32.11","18.155.33.74","TLSv1.3","547","Client Hello (SNI=qjmnz4vd2y07.statuspage.io)"
"650","62.358284","192.168.32.11","108.158.251.84","TLSv1.3","89","Application Data"
"651","62.363338","18.155.33.74","192.168.32.11","TCP","54","443  >  51155 [ACK] Seq=1 Ack=1954 Win=33152 Len=0"
"652","62.371808","162.159.46.1","192.168.32.11","TLSv1.3","534","Application Data"
"653","62.372896","192.168.32.11","162.159.46.1","TCP","54","51131  >  443 [ACK] Seq=2663 Ack=5013 Win=261632 Len=0"
"654","62.387077","162.159.46.1","192.168.32.11","TLSv1.3","306","Server Hello, Change Cipher Spec, Application Data"
"655","62.387173","192.168.32.11","162.159.46.1","TCP","54","51153  >  443 [ACK] Seq=534 Ack=253 Win=261888 Len=0"
"656","62.391401","162.159.46.1","192.168.32.11","TLSv1.3","514","Application Data"
"657","62.391516","192.168.32.11","162.159.46.1","TCP","54","51151  >  443 [ACK] Seq=1033 Ack=1664 Win=261632 Len=0"
